jump_size,time,IAC
1,1.755913,3.292322084552959
2,0.863402,3.289969452155285
3,0.575835,3.2963749543264735
4,0.43385,3.285477547388033
5,0.347641,3.2838168726383885
6,0.290245,3.288339288436353
7,0.249169,3.287940727808824
8,0.216963,3.27865493031247
9,0.19243,3.3121034454628133
10,0.172369,3.275553589931747
11,0.15695,3.3159216707667496
12,0.145463,3.298828735222721
13,0.132057,3.3053986547287044
14,0.123385,3.300276847403439
15,0.115868,3.27521509005221
16,0.108038,3.2634606641961175
17,0.10348,3.3270522201956827
18,0.097183,3.2641986276664574
19,0.091616,3.3028978942730602
20,0.086784,3.276137745762886
21,0.0831,3.3207477667077963
22,0.078505,3.275198197453463
23,0.075209,3.227947326572583
24,0.073774,3.2247775962788268
25,0.070329,3.275539958683401
26,0.066735,3.186642433078367
27,0.064793,3.3153135224600496
28,0.061841,3.4688862083025356
29,0.060624,3.257045823711156
30,0.05805,3.272193922203325
31,0.056548,2.999728199400388
32,0.054394,2.9114240290512763
33,0.053244,3.7870387927155815
34,0.052192,3.592409385439576
35,0.049816,3.340260824374434
36,0.048448,3.568584443895802
37,0.0468,2.857339234248628
38,0.045403,3.102607811757753
39,0.045009,2.865744703708872
40,0.043913,3.4750183391369065
41,0.042466,3.687772045611479
42,0.042024,3.16541273567444
43,0.041478,3.4388952268154362
44,0.03987,2.6682315619569423
45,0.039284,2.7125269204522007
46,0.038923,2.950587091491393
47,0.03801,3.9797386069971963
48,0.037165,2.7068628112111037
49,0.036246,2.876737639871893
50,0.035264,2.9658082939158206
51,0.034293,2.804498088331784
52,0.033494,2.6700914883260456
53,0.033051,4.226318763126832
54,0.033074,2.4100342618926787
55,0.03186,3.5612291445676636
56,0.031374,4.353387871281088
57,0.031683,3.8199851268484983
58,0.030463,3.699485214293958
59,0.030224,4.011275017778229
60,0.029648,4.355650735091516
61,0.028661,2.5408513779383735
62,0.028233,2.6832680062344685
63,0.027703,3.11916388043659
64,0.027162,2.8306007871742045
65,0.026743,2.952676352614893
66,0.027123,4.636150732872052
67,0.026977,2.7939237384800992
68,0.02621,2.5056789854689887
69,0.025397,2.5031706070334647
70,0.02515,2.643691449494035
71,0.024528,2.1515201108008735
72,0.024265,2.257081597550049
73,0.024055,2.7293320772734866
74,0.024363,2.3796525166756877
75,0.024009,4.379604976966433
76,0.023194,3.764604736379414
77,0.022823,2.3821678593146305
78,0.02255,2.917200662141781
79,0.022515,3.4934247478181164
80,0.021934,2.5392493705137738
81,0.021675,4.804240110545886
82,0.022085,2.519328223500534
83,0.021368,4.558153780866162
84,0.021113,2.775230971890949
85,0.020608,2.771376247977506
86,0.021004,4.440990274674485
87,0.020051,2.7675181295618647
88,0.020532,2.699530997293596
89,0.020565,5.1518915846739874
90,0.020144,2.551539768504517
91,0.019452,2.7744755382091153
92,0.019906,2.4690377973135096
93,0.019496,3.19718493687102
94,0.019032,5.6748319961144436
95,0.018598,4.722521479436726
96,0.018663,2.8398926229283954
97,0.01822,2.56298274551991
98,0.018378,3.0737575492795184
99,0.01791,2.9760562058599813
100,0.018013,2.765309900092941
101,0.018044,2.9826431748507876
102,0.017747,2.8417495312797683
103,0.017208,2.532754126753359
104,0.017091,2.9162890473345566
105,0.016857,4.759920497025915
106,0.016646,5.807328333164579
107,0.016401,3.344056475861261
108,0.016405,2.5337453090507385
109,0.016149,2.334680925204743
110,0.015948,2.8058717337487313
111,0.016083,2.155258739157877
112,0.0158,6.128498329366669
113,0.015823,2.707644233454557
114,0.015469,2.399758988870519
115,0.015286,2.4534357720384437
116,0.015291,5.071811356188131
117,0.015343,2.6369281282102923
118,0.015185,2.151166067609383
119,0.014988,2.7592464187721633
120,0.01487,5.635975490252115
121,0.014715,2.6284053644284695
122,0.014454,2.4606362088578533
123,0.016364,5.55061543432049
124,0.014372,2.1789409767894936
125,0.014249,2.3038308734543653
126,0.014434,3.835427060996338
127,0.013953,2.0238035014004163
128,0.013898,3.1859209203449046
129,0.013807,2.9879182485791116
130,0.013624,3.0018431987430687
131,0.01397,4.637934993795242
132,0.013451,2.5020473570363233
133,0.013595,5.442951271534543
134,0.013272,2.3859705801994657
135,0.013299,2.3476750285818744
136,0.013384,2.063635383881369
137,0.01337,2.2702290843516453
138,0.013257,2.6998634570445836
139,0.01322,2.442979627893274
140,0.013283,2.5261931367349337
141,0.01272,2.6002800383174645
142,0.012622,1.8839505096354
143,0.01246,2.8782283297251885
144,0.012415,2.268749639898501
145,0.012576,2.411281609390022
146,0.012482,3.0957132227131017
147,0.012612,3.0039597674475624
148,0.012186,2.5544437044934827
149,0.012205,3.6088657695622794
150,0.012069,2.726334590964934
151,0.011985,7.133601572610255
152,0.011751,2.467319682120868
153,0.011722,2.9745961927381144
154,0.01178,2.470754649394812
155,0.011575,2.3911582771003794
156,0.011529,3.361613146882819
157,0.011598,2.6389550271811633
158,0.011512,4.419909099033272
159,0.011417,2.477030864258011
160,0.011352,2.490365850941921
161,0.011231,3.8118669993976844
162,0.011011,2.3941061747543197
163,0.01106,2.6974462806472608
164,0.010886,2.760485069407546
165,0.010865,2.699797301044563
166,0.010858,6.200886619228461
167,0.010754,2.8851506833475122
168,0.010698,2.76865959348578
169,0.010704,7.039163539593009
170,0.010566,2.899973917072547
171,0.010493,2.604116408424117
172,0.010516,6.266023436682121
173,0.010313,2.759809989167917
174,0.010471,2.657510963554885
175,0.010395,6.490676789512701
176,0.0102,2.3995345364003056
177,0.010378,2.334073166728613
178,0.010537,7.970753849674386
179,0.010335,2.399326572847818
180,0.010042,2.9492145228199957
181,0.010195,4.943466443308741
182,0.010153,2.8109902304112095
183,0.010134,2.5001130696674716
184,0.010192,2.9721042495422183
185,0.010148,1.9734525562898708
186,0.009989,2.256004943716072
187,0.00995,2.6515864760970334
