jump_size,time,IAC
564,0.018005,30.499059397044118
565,0.017992,29.627487329588366
566,0.017629,30.09469736505316
567,0.016614,29.891687938993574
568,0.017324,31.949068098640737
569,0.017765,30.04485653318352
570,0.017333,30.42864352365565
571,0.017431,32.195266255362924
572,0.017564,30.686898487414233
573,0.017637,31.541261775676368
574,0.017511,33.44599997515017
575,0.017422,30.744916111562343
576,0.01699,30.640333791412516
577,0.01737,29.444133197847666
578,0.017128,31.678507760396776
579,0.016666,30.04066777444551
580,0.016751,31.47686975224845
581,0.016465,32.20728928495701
582,0.017267,30.004039624383406
583,0.017282,30.971916283814213
584,0.016712,30.180838484117775
585,0.016167,29.05508660571801
586,0.016513,29.145876230801445
587,0.016668,29.661231966740438
588,0.016426,30.940868225676848
589,0.016748,30.70977110572242
590,0.016524,29.71462370978427
591,0.016454,31.384875036699334
592,0.016552,30.522467691835008
593,0.016436,30.94381549121392
594,0.016595,29.323420566407663
595,0.016227,30.615046523111285
596,0.016705,29.104178241937827
597,0.016344,31.176106982400547
598,0.01624,31.53784928069332
599,0.016557,30.20080591103551
600,0.016177,29.924411129408202
601,0.016416,29.42516621412109
602,0.016255,31.404206469457886
603,0.016222,29.005578088077403
604,0.016252,30.326722436593016
605,0.016292,30.566814358529488
606,0.016843,31.0361684987123
607,0.016834,30.608189937947067
608,0.016928,30.91103618202204
609,0.016808,32.04885295655704
610,0.01671,29.378084401439658
611,0.016529,30.662649527111856
612,0.016229,30.420246475702402
613,0.016732,32.11047859539115
614,0.016452,29.279928802674892
615,0.016307,30.398741068863735
616,0.015711,30.82226213312089
617,0.015952,30.891384144455976
618,0.015953,29.59040354413224
619,0.016319,29.00386084840201
620,0.016578,29.042212169437228
621,0.016291,32.08298215934267
622,0.015923,30.0791899980934
623,0.015794,31.490740438986506
624,0.015744,31.11083573324049
625,0.01597,31.828108167056282
626,0.016154,30.432072922404135
627,0.015629,30.130292528410585
628,0.015238,29.37694033716942
629,0.016094,29.633591947162078
630,0.015509,29.59124213020955
631,0.015685,30.84925007785868
632,0.016313,31.079980352865505
633,0.015455,30.23346924551035
634,0.015932,30.079752828857714
635,0.015524,32.25261029846091
636,0.015723,29.59021237141937
637,0.015809,29.462974142919315
638,0.016199,29.035653169091134
639,0.016089,31.295419890365505
